APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2249021007,01/03/2018,Single Family,14800 W MCCORMICK ST,VAN NUYS,CA,91411,4,Mr. Cooper,Paula Acosta,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,"14800 W MCCORMICK ST
VAN NUYS, CA 91411
(34.165842, -118.455437)",19732,247,666,,7,83
5054035012,01/25/2018,Multi-Family,1437 1/4 W 30TH ST,LOS ANGELES,CA,90007,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"1437 1/4 W 30TH ST
LOS ANGELES, CA 90007
(34.027153, -118.295677)",22724,685,651,7,14,32
5106015007,01/10/2018,Multi-Family,1588 E 47TH ST,LOS ANGELES,CA,90011,9,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,"1588 E 47TH ST
LOS ANGELES, CA 90011
(34.000987, -118.245833)",22727,720,982,7,13,51
4402006014,03/22/2018,Single Family,11797 W CHAPARAL ST,LOS ANGELES,CA,90049,11,2005 Residential Trust 3-2,Jennifer Zartman,866-290-8795,Z Real Estate,Jonathan Zuckerman,510  E Foothill BLVD 208 San DImas AZ 91773,909-999-6888,"11797 W CHAPARAL ST
LOS ANGELES, CA 90049
(34.065564, -118.472614)",23680,831,345,,10,
6034026024,01/11/2018,Single Family,1649 W 85TH ST,LOS ANGELES,CA,90047,8,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"1649 W 85TH ST
LOS ANGELES, CA 90047
(33.960911, -118.306316)",23678,780,1074,7,14,20
6073002002,01/11/2018,Single Family,10807 S SAN PEDRO ST,LOS ANGELES,CA,90061,8,"Pacific Union Financial, LLC",Terry Tolbert,469-804-1545,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"10807 S SAN PEDRO ST
LOS ANGELES, CA 90061
(33.938048, -118.269518)",24355,811,361,7,14,45
4408005007,09/28/2018,Single Family,13700 W SUNSET BLVD,LOS ANGELES,CA,90272,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"13700 W SUNSET BLVD
LOS ANGELES, CA 90272
(34.05094, -118.504981)",25066,839,1524,,10,
2236014012,01/11/2018,Multi-Family,14658 W HAYNES ST,VAN NUYS,CA,91411,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"14658 W HAYNES ST
VAN NUYS, CA 91411
(34.189683, -118.452902)",19735,232,290,,3,18
7423025024,08/07/2018,Single Family,1029 N EUBANK AVE,LOS ANGELES,CA,90744,15,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1029 N EUBANK AVE
LOS ANGELES, CA 90744
(33.78386, -118.255247)",3350,961,640,,15,15
2611022001,03/21/2018,Single Family,11972 N ROSSITER PL,LOS ANGELES,CA,91342,7,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"11972 N ROSSITER PL
LOS ANGELES, CA 91342
(34.28804, -118.455339)",18912,58,244,,1,47
2510020018,01/26/2018,Single Family,13536 W BEAVER ST,LOS ANGELES,CA,91342,7,"Trinity Financial Services, LLC",Don Madden III,855-818-6806,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"13536 W BEAVER ST
LOS ANGELES, CA 91342
(34.31269, -118.427661)",18912,41,289,,1,47
8950926561,07/20/2018,Non-Residential,13691 N GAVINA AVE,SYLMAR,CA,91342,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"13691 N GAVINA AVE
SYLMAR, CA 91342
(34.321522, -118.404643)",18912,39,367,,1,47
2512010010,01/02/2018,Single Family,13040 N GLADSTONE AVE,LOS ANGELES,CA,91342,7,M&T Bank,Grace Wesson,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard CIR Safeg Valley View OH 44125,800-852-8306,"13040 N GLADSTONE AVE
LOS ANGELES, CA 91342
(34.307345, -118.424156)",18912,41,1528,,1,47
6012009002,06/19/2018,Single Family,114 W 69TH ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"114 W 69TH ST
LOS ANGELES, CA 90003
(33.977378, -118.274604)",22352,787,995,7,13,46
2649014025,08/30/2018,Single Family,10567 N MARKLEIN AVE,LOS ANGELES,CA,91345,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"10567 N MARKLEIN AVE
LOS ANGELES, CA 91345
(34.262678, -118.470167)",19330,74,398,,1,4
2533014003,01/15/2018,Single Family,11225 N DE HAVEN AVE,LOS ANGELES,CA,91331,7,Mr. Cooper,Paula Acosta,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,"11225 N DE HAVEN AVE
LOS ANGELES, CA 91331
(34.274252, -118.413797)",18907,24,369,,1,11
5071004006,08/10/2018,Single Family,1633 S VICTORIA AVE,LOS ANGELES,CA,90019,10,The William G Joiner Trust,Gregory Salgado,949-499-3091,The William G. Joiner Trust,Gregory Salgado,6789   Quail Hill PKWY 222 Irvine CA 92603,949-499-3091,"1633 S VICTORIA AVE
LOS ANGELES, CA 90019
(34.044095, -118.330108)",23080,651,1105,,12,69
6003023024,07/27/2018,Single Family,1039 W 62ND ST,LOS ANGELES,CA,90044,9,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"1039 W 62ND ST
LOS ANGELES, CA 90044
(33.983241, -118.292934)",23675,766,1159,7,14,2
5082026003,04/27/2018,Single Family,1107 S CRENSHAW BLVD,LOS ANGELES,CA,90019,10,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1107 S CRENSHAW BLVD
LOS ANGELES, CA 90019
(34.052808, -118.323996)",23080,615,1345,,12,52
4493017026,01/31/2018,Single Family,1325 N KENTER AVE,LOS ANGELES,CA,90049,11,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1325 N KENTER AVE
LOS ANGELES, CA 90049
(34.079286, -118.492964)",23680,830,780,,10,
6037016011,01/17/2018,Single Family,1416 W 87TH ST,LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1416 W 87TH ST
LOS ANGELES, CA 90047
(33.959017, -118.300979)",23678,784,1166,7,14,20
2644021018,01/11/2018,Single Family,14301 W PIERCE ST,LOS ANGELES,CA,91331,6,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE  Chino CA 91710,909-529-3707,"14301 W PIERCE ST
LOS ANGELES, CA 91331
(34.244476, -118.444508)",18907,130,1127,,3,41
2645015019,05/24/2018,Single Family,13944 W CARL ST,LOS ANGELES,CA,91331,6,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC",Code Compliance,41951   Remington AVE 150 Temecula CA 92590,877-338-8202,"13944 W CARL ST
LOS ANGELES, CA 91331
(34.252029, -118.436954)",18907,129,403,,3,41
6033011033,08/17/2018,Single Family,1300 W 82ND ST,LOS ANGELES,CA,90044,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"1300 W 82ND ST
LOS ANGELES, CA 90044
(33.964397, -118.29839)",23675,781,1162,7,14,20
2501020087,06/20/2018,Single Family,13519 N GLENOAKS BLVD,LOS ANGELES,CA,91342,7,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"13519 N GLENOAKS BLVD
LOS ANGELES, CA 91342
(34.317607, -118.462681)",18912,45,1400,,1,47
5036004004,08/07/2018,Single Family,1426 W 38TH ST,LOS ANGELES,CA,90062,8,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1426 W 38TH ST
LOS ANGELES, CA 90062
(34.017336, -118.303964)",24027,730,1012,7,14,32
5016032007,08/17/2018,Single Family,1443 1/2 W 51ST ST,LOS ANGELES,CA,90062,8,RoundPoint Mortgage Servicing Corporation,Byron Gladden,704-426-8869,Alliance Field Inspection Services attn Assero Services,Richere Laporte,7786   Holland Park ST  Chino CA 91708,866-832-1711,"1443 1/2 W 51ST ST
LOS ANGELES, CA 90062
(33.996878, -118.301744)",24027,741,1049,7,14,35
2261035019,01/15/2018,Single Family,15468 W MORRISON ST,LOS ANGELES,CA,91403,5,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"15468 W MORRISON ST
LOS ANGELES, CA 91403
(34.160296, -118.471627)",19732,338,678,,6,62
5072008010,01/02/2018,Single Family,1406 S 12TH AVE,LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"1406 S 12TH AVE
LOS ANGELES, CA 90019
(34.046151, -118.325257)",23080,648,899,,12,19
2718020023,01/12/2018,Single Family,10915 N SYLVIA AVE,LOS ANGELES,CA,91326,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"10915 N SYLVIA AVE
LOS ANGELES, CA 91326
(34.268488, -118.552024)",18905,80,226,,2,77
2660024018,08/31/2018,Single Family,10019 N NORWICH AVE,LOS ANGELES,CA,91345,7,"Nations Direct Mortgage, LLC",Richard Fike,847-550-7497,Safeguard Properties INS,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10019 N NORWICH AVE
LOS ANGELES, CA 91345
(34.252404, -118.459827)",19330,73,1217,,1,4
6066010018,01/02/2018,Single Family,10618 S HICKORY ST,LOS ANGELES,CA,90002,15,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"10618 S HICKORY ST
LOS ANGELES, CA 90002
(33.939211, -118.235878)",22351,823,705,7,15,40
2627008012,08/16/2018,Single Family,13411 W OTTOMAN ST,LOS ANGELES,CA,91331,6,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,"13411 W OTTOMAN ST
LOS ANGELES, CA 91331
(34.231147, -118.424969)",18907,128,1072,,3,41
2741001040,01/17/2018,Single Family,10220 N DE SOTO AVE,LOS ANGELES,CA,91311,12,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10220 N DE SOTO AVE
LOS ANGELES, CA 91311
(34.256104, -118.588557)",4284,99,1256,,2,43
4403001006,01/16/2018,Single Family,151 N HOMEWOOD RD,LOS ANGELES,CA,90049,11,Platinum Loan Servicing,Karen Larson,818-222-5222,NULL,NULL,,NULL,"151 N HOMEWOOD RD
LOS ANGELES, CA 90049
(34.059721, -118.479924)",23680,832,781,,10,
5177004017,09/19/2018,Single Family,1207 N EVERGREEN AVE,LOS ANGELES,CA,90033,14,TRINITY FINANCIAL SERVICES,PAMELA MACKEY,855-818-6806,"SO CAL INSPECTORS, INC",SUZANNE PHILLIPS,1902   Wright PL 200 carlsbad CA 92008,760-591-9244,"1207 N EVERGREEN AVE
LOS ANGELES, CA 90033
(34.053182, -118.195074)",23450,509,1216,,9,38
6070007007,01/05/2018,Vacant Residential,1364 E 110TH ST,LOS ANGELES,CA,90059,15,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"1364 E 110TH ST
LOS ANGELES, CA 90059
(33.935796, -118.250699)",24354,817,1187,7,15,40
2668015011,06/22/2018,Single Family,10361 N DEMPSEY AVE,LOS ANGELES,CA,91344,12,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"10361 N DEMPSEY AVE
LOS ANGELES, CA 91344
(34.259174, -118.477215)",19329,75,394,,2,79
6063025024,01/25/2018,Multi-Family,10610 S MAIN ST,LOS ANGELES,CA,90003,8,Freedom Mortgage,Jared Huffman,855-690-5900,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"10610 S MAIN ST
LOS ANGELES, CA 90003
(33.939743, -118.273872)",22352,811,1191,7,14,45
5114025031,01/09/2018,Single Family,1191 E 33RD ST,LOS ANGELES,CA,90011,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"1191 E 33RD ST
LOS ANGELES, CA 90011
(34.013636, -118.254429)",22727,710,892,7,13,6
2530022081,09/26/2018,Single Family,11300 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,M&T Bank,Eric Moore,877-338-3791,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,"11300 W FOOTHILL BLVD
LOS ANGELES, CA 91342
(34.275425, -118.375966)",18912,19,1087,8,1,9
2546014008,06/20/2018,Single Family,10504 N SUNLAND BLVD,LOS ANGELES,CA,91040,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"10504 N SUNLAND BLVD
LOS ANGELES, CA 91040
(34.259714, -118.323503)",3221,15,1511,18,1,7
5716024013,01/29/2018,Non-Residential,00840  N AVENUE 67,LOS ANGELES,CA,90042,14,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"00840 N AVENUE 67
LOS ANGELES, CA 90042
(34.119836, -118.171967)",23673,361,576,,9,93
2701068029,01/29/2018,Single Family,11450 N SANTINI LANE,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"11450 N SANTINI LANE
LOS ANGELES, CA 91326
(34.279756, -118.588196)",18905,66,909,14,2,43
2209027005,06/29/2018,Single Family,15224 W LANARK ST,LOS ANGELES,CA,91402,6,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"15224 W LANARK ST
LOS ANGELES, CA 91402
(34.217868, -118.464503)",19730,141,424,,3,59
2822006021,01/22/2018,Single Family,11734 N DORAL AVE,LOS ANGELES,CA,91326,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"11734 N DORAL AVE
LOS ANGELES, CA 91326
(34.285559, -118.549952)",18905,62,1413,,2,48
5106011018,08/13/2018,Single Family,1623 E 46TH ST,LOS ANGELES,CA,90011,9,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"1623 E 46TH ST
LOS ANGELES, CA 90011
(34.001815, -118.245412)",22727,720,982,7,13,51
7416001020,06/13/2018,Single Family,1327 W F ST,LOS ANGELES,CA,90744,15,"Cenlar FSB,",Tina Santos,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"1327 W F ST
LOS ANGELES, CA 90744
(33.776476, -118.278811)",3350,967,1114,,15,15
6065013022,01/17/2018,Multi-Family,1409 E 108TH ST,LOS ANGELES,CA,90059,15,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"1409 E 108TH ST
LOS ANGELES, CA 90059
(33.937818, -118.250094)",24354,817,1187,7,15,40
2502006009,01/23/2018,Single Family,15025 W LARKSPUR ST,LOS ANGELES,CA,91342,7,Fannie Mae,Marsha Peters,972-656-8004,"QUEST PRESERVATION,INC",KEVIN MERRETT,16808   Armstrong AVE 215 Irvine CA 92606,714-408-1844,"15025 W LARKSPUR ST
LOS ANGELES, CA 91342
(34.319084, -118.459662)",18912,45,291,,1,47
2644016037,03/15/2018,Single Family,14206 W PIERCE ST,LOS ANGELES,CA,91331,6,Franklin Credit Management Corp,DK Knight,201-604-1800,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"14206 W PIERCE ST
LOS ANGELES, CA 91331
(34.246009, -118.442394)",18907,130,1127,,3,41
5405015010,01/07/2018,Multi-Family,1322 W CALUMET AVE,LOS ANGELES,CA,90026,1,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"1322 W CALUMET AVE
LOS ANGELES, CA 90026
(34.068288, -118.25411)",23444,483,1010,,11,31
6069017014,01/08/2018,Single Family,1653 E 112TH ST,LOS ANGELES,CA,90059,15,MidFirst Bank,Erik Kinner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"1653 E 112TH ST
LOS ANGELES, CA 90059
(33.93302, -118.244321)",24354,822,658,7,15,40
2242017114,01/12/2018,Single Family,15050  VICTORY,LOS ANGELES,CA,91411,6,Trinity c/o Ocwen Loan Servicing LLC,Judy Credit,800-746-2936,"Trinity Financial Services, LLC",Don Madden III,2618   San Miguel DR 303 Newport Beach CA 92660,855-818-6806,"15050 VICTORY
LOS ANGELES, CA 91411
(34.186654, -118.460743)",19735,232,557,,3,18
2502002089,01/05/2018,Single Family,15151 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,The Money Source Inc.,Default Money Source,877-272-2149,SO CAL INSPECTORS INC.,SUZANNE PHILLIPS,9525   STEWART AND GARY RD  DOWNEY CA 90241,760-591-9244,"15151 W FOOTHILL BLVD
LOS ANGELES, CA 91342
(34.32283, -118.462511)",18912,45,291,,1,47
6040027008,01/08/2018,Multi-Family,135 W 89TH ST,LOS ANGELES,CA,90003,8,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"135 W 89TH ST
LOS ANGELES, CA 90003
(33.955534, -118.2752)",22352,800,358,7,14,45
2605018027,01/11/2018,Single Family,11659 N SWINTON AVE,LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"11659 N SWINTON AVE
LOS ANGELES, CA 91344
(34.282503, -118.485509)",19329,55,1404,,2,78
2604031006,06/06/2018,Single Family,12349 N TELFAIR AVE,LOS ANGELES,CA,91342,7,M&T Bank - Eric Moore,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"12349 N TELFAIR AVE
LOS ANGELES, CA 91342
(34.294747, -118.460355)",18912,57,642,,1,47
2615013019,08/31/2018,Single Family,14915 W SANDRA ST,LOS ANGELES,CA,91345,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"14915 W SANDRA ST
LOS ANGELES, CA 91345
(34.270741, -118.457281)",19330,70,380,,1,4
5056008003,07/02/2018,Single Family,1312 S ARAPAHOE ST,LOS ANGELES,CA,90006,1,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1312 S ARAPAHOE ST
LOS ANGELES, CA 90006
(34.046775, -118.285357)",22723,670,950,,11,8
5017009003,07/10/2018,Single Family,1246 W 51ST ST,LOS ANGELES,CA,90037,9,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"1246 W 51ST ST
LOS ANGELES, CA 90037
(33.996882, -118.297611)",23668,741,1155,7,13,2
2409016009,01/18/2018,Single Family,10844 W LULL ST,LOS ANGELES,CA,91352,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"10844 W LULL ST
LOS ANGELES, CA 91352
(34.209356, -118.367536)",19335,164,483,,5,21
2729002017,01/11/2018,Single Family,10171 N DONNA AVE,LOS ANGELES,CA,91324,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,"10171 N DONNA AVE
LOS ANGELES, CA 91324
(34.255781, -118.548175)",18513,80,219,,2,77
2544031008,02/28/2018,Single Family,10259 W PENROSE ST,LOS ANGELES,CA,91352,7,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10259 W PENROSE ST
LOS ANGELES, CA 91352
(34.232148, -118.354723)",19335,10,1512,8,1,9
7349024001,08/17/2018,Multi-Family,1570 W 214TH ST,TORRANCE,CA,90501,15,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"1570 W 214TH ST
TORRANCE, CA 90501
(33.834482, -118.306305)",25715,945,1145,,15,55
2241016020,01/05/2018,Single Family,14817 W DELANO ST,VAN NUYS,CA,91411,6,Bayview Loan Servicing/Bayview Representative,Frances Guerra,954-590-7161,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"14817 W DELANO ST
VAN NUYS, CA 91411
(34.182647, -118.45607)",19735,240,1339,,3,18
2607018023,01/17/2018,Single Family,11545 N AMESTOY AVE,LOS ANGELES,CA,91344,12,BANC OF CALIFORNIA NATIONAL ASSOCIATION,RICH FIKE,847-550-7497,Safeguard Properties INS,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-380-8752,"11545 N AMESTOY AVE
LOS ANGELES, CA 91344
(34.280655, -118.504406)",19329,53,1409,,2,78
2620023019,01/18/2018,Single Family,10338 N CAYUGA AVE,LOS ANGELES,CA,91331,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"10338 N CAYUGA AVE
LOS ANGELES, CA 91331
(34.258341, -118.42147)",18907,30,409,,1,11
4242004004,06/21/2018,Single Family,1101 E VICTORIA AVE,VENICE,CA,90291,11,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,"1101 E VICTORIA AVE
VENICE, CA 90291
(33.996752, -118.453748)",25073,911,1264,10,10,30
2647028070,01/10/2018,Single Family,14333 W VAN NUYS BLVD,LOS ANGELES,CA,91331,6,SD Coastline LP,Ashalatha Shetty,951-273-1919,SD Coastline LP,Mariela Gomez,1101   California Ave AVE 201A Corona CA 92881,951-273-1919,"14333 W VAN NUYS BLVD
LOS ANGELES, CA 91331
(34.248674, -118.445968)",18907,130,402,,3,41
2532007067,02/28/2018,Single Family,12601 W VAN NUYS BLVD,LOS ANGELES,CA,91331,7,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Sentinel Property Preservation,Hollie Poboy,375  S State ST  Clearfield UT 84015,801-902-6764,"12601 W VAN NUYS BLVD
LOS ANGELES, CA 91331
(34.276694, -118.407565)",18907,21,671,,1,11
2606011025,01/02/2018,Single Family,12128 N SALEM DR,LOS ANGELES,CA,91344,12,M&T Bank,Grace Wesson,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard CIR Safeg Valley View OH 44125,800-852-8306,"12128 N SALEM DR
LOS ANGELES, CA 91344
(34.290973, -118.5085)",19329,53,911,,2,78
